state,district,agro_zone,latitude,longitude,year,scenario,drought_probability,proj_rainfall_mm,proj_temp_c,base_drought_freq,ndvi_class,data_source
Andhra Pradesh,Krishna,Coastal AP,16.61,80.7214,2029,SSP2-4.5,0.2176,1025.3,27.87,0.2,good,NASA POWER baseline + IPCC AR6 SSP rates
Andhra Pradesh,Krishna,Coastal AP,16.61,80.7214,2030,SSP2-4.5,0.2221,1021.2,27.97,0.2,good,NASA POWER baseline + IPCC AR6 SSP rates
Andhra Pradesh,Krishna,Coastal AP,16.61,80.7214,2031,SSP2-4.5,0.2053,1017.0,28.06,0.2,good,NASA POWER baseline + IPCC AR6 SSP rates
Andhra Pradesh,Krishna,Coastal AP,16.61,80.7214,2032,SSP2-4.5,0.2602,1012.8,28.15,0.2,good,NASA POWER baseline + IPCC AR6 SSP rates
Andhra Pradesh,Krishna,Coastal AP,16.61,80.7214,2033,SSP2-4.5,0.2357,1008.7,28.25,0.2,good,NASA POWER baseline + IPCC AR6 SSP rates
Andhra Pradesh,Krishna,Coastal AP,16.61,80.7214,2034,SSP2-4.5,0.2058,1004.5,28.34,0.2,good,NASA POWER baseline + IPCC AR6 SSP rates
Andhra Pradesh,Krishna,Coastal AP,16.61,80.7214,2035,SSP2-4.5,0.2461,1000.3,28.43,0.2,good,NASA POWER baseline + IPCC AR6 SSP rates
Andhra Pradesh,Krishna,Coastal AP,16.61,80.7214,2036,SSP2-4.5,0.2169,996.2,28.53,0.2,good,NASA POWER baseline + IPCC AR6 SSP rates
Andhra Pradesh,Krishna,Coastal AP,16.61,80.7214,2037,SSP2-4.5,0.2555,992.0,28.62,0.2,good,NASA POWER baseline + IPCC AR6 SSP rates
Andhra Pradesh,Krishna,Coastal AP,16.61,80.7214,2038,SSP2-4.5,0.2664,987.8,28.71,0.2,good,NASA POWER baseline + IPCC AR6 SSP rates
Andhra Pradesh,Krishna,Coastal AP,16.61,80.7214,2039,SSP2-4.5,0.2303,983.6,28.81,0.2,good,NASA POWER baseline + IPCC AR6 SSP rates
Andhra Pradesh,Krishna,Coastal AP,16.61,80.7214,2040,SSP2-4.5,0.2694,979.5,28.9,0.2,good,NASA POWER baseline + IPCC AR6 SSP rates
Andhra Pradesh,Krishna,Coastal AP,16.61,80.7214,2026,SSP5-8.5,0.2143,1035.1,27.64,0.2,good,NASA POWER baseline + IPCC AR6 SSP rates
Andhra Pradesh,Krishna,Coastal AP,16.61,80.7214,2027,SSP5-8.5,0.2286,1028.1,27.78,0.2,good,NASA POWER baseline + IPCC AR6 SSP rates
Andhra Pradesh,Krishna,Coastal AP,16.61,80.7214,2028,SSP5-8.5,0.2562,1021.2,27.92,0.2,good,NASA POWER baseline + IPCC AR6 SSP rates
Andhra Pradesh,Krishna,Coastal AP,16.61,80.7214,2029,SSP5-8.5,0.2196,1014.2,28.06,0.2,good,NASA POWER baseline + IPCC AR6 SSP rates
Andhra Pradesh,Krishna,Coastal AP,16.61,80.7214,2030,SSP5-8.5,0.2157,1007.3,28.2,0.2,good,NASA POWER baseline + IPCC AR6 SSP rates
Andhra Pradesh,Krishna,Coastal AP,16.61,80.7214,2031,SSP5-8.5,0.2193,1000.3,28.34,0.2,good,NASA POWER baseline + IPCC AR6 SSP rates
Andhra Pradesh,Krishna,Coastal AP,16.61,80.7214,2032,SSP5-8.5,0.2272,993.4,28.48,0.2,good,NASA POWER baseline + IPCC AR6 SSP rates
Andhra Pradesh,Krishna,Coastal AP,16.61,80.7214,2033,SSP5-8.5,0.2484,986.4,28.62,0.2,good,NASA POWER baseline + IPCC AR6 SSP rates
Andhra Pradesh,Krishna,Coastal AP,16.61,80.7214,2034,SSP5-8.5,0.2633,979.5,28.76,0.2,good,NASA POWER baseline + IPCC AR6 SSP rates
Andhra Pradesh,Krishna,Coastal AP,16.61,80.7214,2035,SSP5-8.5,0.2686,972.5,28.9,0.2,good,NASA POWER baseline + IPCC AR6 SSP rates
Andhra Pradesh,Krishna,Coastal AP,16.61,80.7214,2036,SSP5-8.5,0.2863,965.6,29.04,0.2,good,NASA POWER baseline + IPCC AR6 SSP rates
Andhra Pradesh,Krishna,Coastal AP,16.61,80.7214,2037,SSP5-8.5,0.2767,958.6,29.18,0.2,good,NASA POWER baseline + IPCC AR6 SSP rates
Andhra Pradesh,Krishna,Coastal AP,16.61,80.7214,2038,SSP5-8.5,0.3123,951.7,29.32,0.2,good,NASA POWER baseline + IPCC AR6 SSP rates
Andhra Pradesh,Krishna,Coastal AP,16.61,80.7214,2039,SSP5-8.5,0.2848,944.7,29.46,0.2,good,NASA POWER baseline + IPCC AR6 SSP rates
Andhra Pradesh,Krishna,Coastal AP,16.61,80.7214,2040,SSP5-8.5,0.3514,937.8,29.6,0.2,good,NASA POWER baseline + IPCC AR6 SSP rates
Andhra Pradesh,Prakasam,Southern AP,15.9129,79.0193,2026,SSP2-4.5,0.3376,847.6,27.59,0.32,moderate,NASA POWER baseline + IPCC AR6 SSP rates
Andhra Pradesh,Prakasam,Southern AP,15.9129,79.0193,2027,SSP2-4.5,0.3132,844.2,27.69,0.32,moderate,NASA POWER baseline + IPCC AR6 SSP rates
Andhra Pradesh,Prakasam,Southern AP,15.9129,79.0193,2028,SSP2-4.5,0.3141,840.8,27.78,0.32,moderate,NASA POWER baseline + IPCC AR6 SSP rates
Andhra Pradesh,Prakasam,Southern AP,15.9129,79.0193,2029,SSP2-4.5,0.3504,837.4,27.87,0.32,moderate,NASA POWER baseline + IPCC AR6 SSP rates
Andhra Pradesh,Prakasam,Southern AP,15.9129,79.0193,2030,SSP2-4.5,0.3415,834.0,27.97,0.32,moderate,NASA POWER baseline + IPCC AR6 SSP rates
Andhra Pradesh,Prakasam,Southern AP,15.9129,79.0193,2031,SSP2-4.5,0.3656,830.6,28.06,0.32,moderate,NASA POWER baseline + IPCC AR6 SSP rates
Andhra Pradesh,Prakasam,Southern AP,15.9129,79.0193,2032,SSP2-4.5,0.3661,827.2,28.15,0.32,moderate,NASA POWER baseline + IPCC AR6 SSP rates
Andhra Pradesh,Prakasam,Southern AP,15.9129,79.0193,2033,SSP2-4.5,0.3605,823.8,28.25,0.32,moderate,NASA POWER baseline + IPCC AR6 SSP rates
Andhra Pradesh,Prakasam,Southern AP,15.9129,79.0193,2034,SSP2-4.5,0.3504,820.4,28.34,0.32,moderate,NASA POWER baseline + IPCC AR6 SSP rates
Andhra Pradesh,Prakasam,Southern AP,15.9129,79.0193,2035,SSP2-4.5,0.3424,817.0,28.43,0.32,moderate,NASA POWER baseline + IPCC AR6 SSP rates
Andhra Pradesh,Prakasam,Southern AP,15.9129,79.0193,2036,SSP2-4.5,0.3692,813.6,28.53,0.32,moderate,NASA POWER baseline + IPCC AR6 SSP rates
Andhra Pradesh,Prakasam,Southern AP,15.9129,79.0193,2037,SSP2-4.5,0.4008,810.2,28.62,0.32,moderate,NASA POWER baseline + IPCC AR6 SSP rates
Andhra Pradesh,Prakasam,Southern AP,15.9129,79.0193,2038,SSP2-4.5,0.3934,806.7,28.71,0.32,moderate,NASA POWER baseline + IPCC AR6 SSP rates
Andhra Pradesh,Prakasam,Southern AP,15.9129,79.0193,2039,SSP2-4.5,0.3698,803.3,28.81,0.32,moderate,NASA POWER baseline + IPCC AR6 SSP rates
Andhra Pradesh,Prakasam,Southern AP,15.9129,79.0193,2040,SSP2-4.5,0.4037,799.9,28.9,0.32,moderate,NASA POWER baseline + IPCC AR6 SSP rates
Andhra Pradesh,Prakasam,Southern AP,15.9129,79.0193,2026,SSP5-8.5,0.3374,845.3,27.64,0.32,moderate,NASA POWER baseline + IPCC AR6 SSP rates
Andhra Pradesh,Prakasam,Southern AP,15.9129,79.0193,2027,SSP5-8.5,0.3217,839.7,27.78,0.32,moderate,NASA POWER baseline + IPCC AR6 SSP rates
Andhra Pradesh,Prakasam,Southern AP,15.9129,79.0193,2028,SSP5-8.5,0.3523,834.0,27.92,0.32,moderate,NASA POWER baseline + IPCC AR6 SSP rates
Andhra Pradesh,Prakasam,Southern AP,15.9129,79.0193,2029,SSP5-8.5,0.3604,828.3,28.06,0.32,moderate,NASA POWER baseline + IPCC AR6 SSP rates
Andhra Pradesh,Prakasam,Southern AP,15.9129,79.0193,2030,SSP5-8.5,0.3464,822.6,28.2,0.32,moderate,NASA POWER baseline + IPCC AR6 SSP rates
Andhra Pradesh,Prakasam,Southern AP,15.9129,79.0193,2031,SSP5-8.5,0.3865,817.0,28.34,0.32,moderate,NASA POWER baseline + IPCC AR6 SSP rates
Andhra Pradesh,Prakasam,Southern AP,15.9129,79.0193,2032,SSP5-8.5,0.4009,811.3,28.48,0.32,moderate,NASA POWER baseline + IPCC AR6 SSP rates
Andhra Pradesh,Prakasam,Southern AP,15.9129,79.0193,2033,SSP5-8.5,0.4216,805.6,28.62,0.32,moderate,NASA POWER baseline + IPCC AR6 SSP rates
Andhra Pradesh,Prakasam,Southern AP,15.9129,79.0193,2034,SSP5-8.5,0.4315,799.9,28.76,0.32,moderate,NASA POWER baseline + IPCC AR6 SSP rates
Andhra Pradesh,Prakasam,Southern AP,15.9129,79.0193,2035,SSP5-8.5,0.3934,794.3,28.9,0.32,moderate,NASA POWER baseline + IPCC AR6 SSP rates
Andhra Pradesh,Prakasam,Southern AP,15.9129,79.0193,2036,SSP5-8.5,0.4129,788.6,29.04,0.32,moderate,NASA POWER baseline + IPCC AR6 SSP rates
Andhra Pradesh,Prakasam,Southern AP,15.9129,79.0193,2037,SSP5-8.5,0.4527,782.9,29.18,0.32,moderate,NASA POWER baseline + IPCC AR6 SSP rates
Andhra Pradesh,Prakasam,Southern AP,15.9129,79.0193,2038,SSP5-8.5,0.4635,777.2,29.32,0.32,moderate,NASA POWER baseline + IPCC AR6 SSP rates
Andhra Pradesh,Prakasam,Southern AP,15.9129,79.0193,2039,SSP5-8.5,0.4745,771.6,29.46,0.32,moderate,NASA POWER baseline + IPCC AR6 SSP rates
Andhra Pradesh,Prakasam,Southern AP,15.9129,79.0193,2040,SSP5-8.5,0.5523,765.9,29.6,0.32,moderate,NASA POWER baseline + IPCC AR6 SSP rates
Andhra Pradesh,Chittoor,Rayalaseema,13.2172,79.1003,2026,SSP2-4.5,0.3162,883.5,27.59,0.3,moderate,NASA POWER baseline + IPCC AR6 SSP rates
Andhra Pradesh,Chittoor,Rayalaseema,13.2172,79.1003,2027,SSP2-4.5,0.3324,879.9,27.69,0.3,moderate,NASA POWER baseline + IPCC AR6 SSP rates
Andhra Pradesh,Chittoor,Rayalaseema,13.2172,79.1003,2028,SSP2-4.5,0.3336,876.4,27.78,0.3,moderate,NASA POWER baseline + IPCC AR6 SSP rates
Andhra Pradesh,Chittoor,Rayalaseema,13.2172,79.1003,2029,SSP2-4.5,0.3325,872.8,27.87,0.3,moderate,NASA POWER baseline + IPCC AR6 SSP rates
Andhra Pradesh,Chittoor,Rayalaseema,13.2172,79.1003,2030,SSP2-4.5,0.3181,869.3,27.97,0.3,moderate,NASA POWER baseline + IPCC AR6 SSP rates
Andhra Pradesh,Chittoor,Rayalaseema,13.2172,79.1003,2031,SSP2-4.5,0.3445,865.7,28.06,0.3,moderate,NASA POWER baseline + IPCC AR6 SSP rates
Andhra Pradesh,Chittoor,Rayalaseema,13.2172,79.1003,2032,SSP2-4.5,0.3188,862.2,28.15,0.3,moderate,NASA POWER baseline + IPCC AR6 SSP rates
Andhra Pradesh,Chittoor,Rayalaseema,13.2172,79.1003,2033,SSP2-4.5,0.3346,858.6,28.25,0.3,moderate,NASA POWER baseline + IPCC AR6 SSP rates
Andhra Pradesh,Chittoor,Rayalaseema,13.2172,79.1003,2034,SSP2-4.5,0.3347,855.1,28.34,0.3,moderate,NASA POWER baseline + IPCC AR6 SSP rates
Andhra Pradesh,Chittoor,Rayalaseema,13.2172,79.1003,2035,SSP2-4.5,0.3511,851.5,28.43,0.3,moderate,NASA POWER baseline + IPCC AR6 SSP rates
Andhra Pradesh,Chittoor,Rayalaseema,13.2172,79.1003,2036,SSP2-4.5,0.4008,848.0,28.53,0.3,moderate,NASA POWER baseline + IPCC AR6 SSP rates
Andhra Pradesh,Chittoor,Rayalaseema,13.2172,79.1003,2037,SSP2-4.5,0.3223,844.4,28.62,0.3,moderate,NASA POWER baseline + IPCC AR6 SSP rates
Andhra Pradesh,Chittoor,Rayalaseema,13.2172,79.1003,2038,SSP2-4.5,0.3786,840.9,28.71,0.3,moderate,NASA POWER baseline + IPCC AR6 SSP rates
Andhra Pradesh,Chittoor,Rayalaseema,13.2172,79.1003,2039,SSP2-4.5,0.3378,837.3,28.81,0.3,moderate,NASA POWER baseline + IPCC AR6 SSP rates
Andhra Pradesh,Chittoor,Rayalaseema,13.2172,79.1003,2040,SSP2-4.5,0.3658,833.8,28.9,0.3,moderate,NASA POWER baseline + IPCC AR6 SSP rates
Andhra Pradesh,Chittoor,Rayalaseema,13.2172,79.1003,2026,SSP5-8.5,0.3308,881.1,27.64,0.3,moderate,NASA POWER baseline + IPCC AR6 SSP rates
Andhra Pradesh,Chittoor,Rayalaseema,13.2172,79.1003,2027,SSP5-8.5,0.3195,875.2,27.78,0.3,moderate,NASA POWER baseline + IPCC AR6 SSP rates
Andhra Pradesh,Chittoor,Rayalaseema,13.2172,79.1003,2028,SSP5-8.5,0.3059,869.3,27.92,0.3,moderate,NASA POWER baseline + IPCC AR6 SSP rates
Andhra Pradesh,Chittoor,Rayalaseema,13.2172,79.1003,2029,SSP5-8.5,0.3224,863.3,28.06,0.3,moderate,NASA POWER baseline + IPCC AR6 SSP rates
Andhra Pradesh,Chittoor,Rayalaseema,13.2172,79.1003,2030,SSP5-8.5,0.3598,857.4,28.2,0.3,moderate,NASA POWER baseline + IPCC AR6 SSP rates
Andhra Pradesh,Chittoor,Rayalaseema,13.2172,79.1003,2031,SSP5-8.5,0.3411,851.5,28.34,0.3,moderate,NASA POWER baseline + IPCC AR6 SSP rates
Andhra Pradesh,Chittoor,Rayalaseema,13.2172,79.1003,2032,SSP5-8.5,0.3696,845.6,28.48,0.3,moderate,NASA POWER baseline + IPCC AR6 SSP rates
Andhra Pradesh,Chittoor,Rayalaseema,13.2172,79.1003,2033,SSP5-8.5,0.3759,839.7,28.62,0.3,moderate,NASA POWER baseline + IPCC AR6 SSP rates
Andhra Pradesh,Chittoor,Rayalaseema,13.2172,79.1003,2034,SSP5-8.5,0.3717,833.8,28.76,0.3,moderate,NASA POWER baseline + IPCC AR6 SSP rates
Andhra Pradesh,Chittoor,Rayalaseema,13.2172,79.1003,2035,SSP5-8.5,0.4375,827.9,28.9,0.3,moderate,NASA POWER baseline + IPCC AR6 SSP rates
Andhra Pradesh,Chittoor,Rayalaseema,13.2172,79.1003,2036,SSP5-8.5,0.4173,822.0,29.04,0.3,moderate,NASA POWER baseline + IPCC AR6 SSP rates
Andhra Pradesh,Chittoor,Rayalaseema,13.2172,79.1003,2037,SSP5-8.5,0.3742,816.0,29.18,0.3,moderate,NASA POWER baseline + IPCC AR6 SSP rates
Andhra Pradesh,Chittoor,Rayalaseema,13.2172,79.1003,2038,SSP5-8.5,0.4286,810.1,29.32,0.3,moderate,NASA POWER baseline + IPCC AR6 SSP rates
Andhra Pradesh,Chittoor,Rayalaseema,13.2172,79.1003,2039,SSP5-8.5,0.4219,804.2,29.46,0.3,moderate,NASA POWER baseline + IPCC AR6 SSP rates
Andhra Pradesh,Chittoor,Rayalaseema,13.2172,79.1003,2040,SSP5-8.5,0.4625,798.3,29.6,0.3,moderate,NASA POWER baseline + IPCC AR6 SSP rates
Andhra Pradesh,East Godavari,Coastal AP,17.3253,81.7786,2026,SSP2-4.5,0.167,1151.4,27.59,0.18,good,NASA POWER baseline + IPCC AR6 SSP rates
Andhra Pradesh,East Godavari,Coastal AP,17.3253,81.7786,2027,SSP2-4.5,0.1835,1146.8,27.69,0.18,good,NASA POWER baseline + IPCC AR6 SSP rates
Andhra Pradesh,East Godavari,Coastal AP,17.3253,81.7786,2028,SSP2-4.5,0.1988,1142.1,27.78,0.18,good,NASA POWER baseline + IPCC AR6 SSP rates
Andhra Pradesh,East Godavari,Coastal AP,17.3253,81.7786,2029,SSP2-4.5,0.209,1137.5,27.87,0.18,good,NASA POWER baseline + IPCC AR6 SSP rates
Andhra Pradesh,East Godavari,Coastal AP,17.3253,81.7786,2030,SSP2-4.5,0.1706,1132.9,27.97,0.18,good,NASA POWER baseline + IPCC AR6 SSP rates
Andhra Pradesh,East Godavari,Coastal AP,17.3253,81.7786,2031,SSP2-4.5,0.1909,1128.3,28.06,0.18,good,NASA POWER baseline + IPCC AR6 SSP rates
Andhra Pradesh,East Godavari,Coastal AP,17.3253,81.7786,2032,SSP2-4.5,0.1911,1123.6,28.15,0.18,good,NASA POWER baseline + IPCC AR6 SSP rates
Andhra Pradesh,East Godavari,Coastal AP,17.3253,81.7786,2033,SSP2-4.5,0.1905,1119.0,28.25,0.18,good,NASA POWER baseline + IPCC AR6 SSP rates
Andhra Pradesh,East Godavari,Coastal AP,17.3253,81.7786,2034,SSP2-4.5,0.2419,1114.4,28.34,0.18,good,NASA POWER baseline + IPCC AR6 SSP rates
Andhra Pradesh,East Godavari,Coastal AP,17.3253,81.7786,2035,SSP2-4.5,0.2178,1109.8,28.43,0.18,good,NASA POWER baseline + IPCC AR6 SSP rates
Andhra Pradesh,East Godavari,Coastal AP,17.3253,81.7786,2036,SSP2-4.5,0.1875,1105.1,28.53,0.18,good,NASA POWER baseline + IPCC AR6 SSP rates
Andhra Pradesh,East Godavari,Coastal AP,17.3253,81.7786,2037,SSP2-4.5,0.2342,1100.5,28.62,0.18,good,NASA POWER baseline + IPCC AR6 SSP rates
Andhra Pradesh,East Godavari,Coastal AP,17.3253,81.7786,2038,SSP2-4.5,0.2613,1095.9,28.71,0.18,good,NASA POWER baseline + IPCC AR6 SSP rates
Andhra Pradesh,East Godavari,Coastal AP,17.3253,81.7786,2039,SSP2-4.5,0.2427,1091.3,28.81,0.18,good,NASA POWER baseline + IPCC AR6 SSP rates
Andhra Pradesh,East Godavari,Coastal AP,17.3253,81.7786,2040,SSP2-4.5,0.1948,1086.6,28.9,0.18,good,NASA POWER baseline + IPCC AR6 SSP rates
Andhra Pradesh,East Godavari,Coastal AP,17.3253,81.7786,2026,SSP5-8.5,0.1757,1148.3,27.64,0.18,good,NASA POWER baseline + IPCC AR6 SSP rates
Andhra Pradesh,East Godavari,Coastal AP,17.3253,81.7786,2027,SSP5-8.5,0.2163,1140.6,27.78,0.18,good,NASA POWER baseline + IPCC AR6 SSP rates
Andhra Pradesh,East Godavari,Coastal AP,17.3253,81.7786,2028,SSP5-8.5,0.1823,1132.9,27.92,0.18,good,NASA POWER baseline + IPCC AR6 SSP rates
Andhra Pradesh,East Godavari,Coastal AP,17.3253,81.7786,2029,SSP5-8.5,0.2109,1125.2,28.06,0.18,good,NASA POWER baseline + IPCC AR6 SSP rates
Andhra Pradesh,East Godavari,Coastal AP,17.3253,81.7786,2030,SSP5-8.5,0.2232,1117.5,28.2,0.18,good,NASA POWER baseline + IPCC AR6 SSP rates
Andhra Pradesh,East Godavari,Coastal AP,17.3253,81.7786,2031,SSP5-8.5,0.1949,1109.8,28.34,0.18,good,NASA POWER baseline + IPCC AR6 SSP rates
Andhra Pradesh,East Godavari,Coastal AP,17.3253,81.7786,2032,SSP5-8.5,0.218,1102.1,28.48,0.18,good,NASA POWER baseline + IPCC AR6 SSP rates
Andhra Pradesh,East Godavari,Coastal AP,17.3253,81.7786,2033,SSP5-8.5,0.1602,1094.3,28.62,0.18,good,NASA POWER baseline + IPCC AR6 SSP rates
Andhra Pradesh,East Godavari,Coastal AP,17.3253,81.7786,2034,SSP5-8.5,0.2104,1086.6,28.76,0.18,good,NASA POWER baseline + IPCC AR6 SSP rates
Andhra Pradesh,East Godavari,Coastal AP,17.3253,81.7786,2035,SSP5-8.5,0.2317,1078.9,28.9,0.18,good,NASA POWER baseline + IPCC AR6 SSP rates
Andhra Pradesh,East Godavari,Coastal AP,17.3253,81.7786,2036,SSP5-8.5,0.2178,1071.2,29.04,0.18,good,NASA POWER baseline + IPCC AR6 SSP rates
Andhra Pradesh,East Godavari,Coastal AP,17.3253,81.7786,2037,SSP5-8.5,0.2815,1063.5,29.18,0.18,good,NASA POWER baseline + IPCC AR6 SSP rates
Andhra Pradesh,East Godavari,Coastal AP,17.3253,81.7786,2038,SSP5-8.5,0.2263,1055.8,29.32,0.18,good,NASA POWER baseline + IPCC AR6 SSP rates
Andhra Pradesh,East Godavari,Coastal AP,17.3253,81.7786,2039,SSP5-8.5,0.2523,1048.1,29.46,0.18,good,NASA POWER baseline + IPCC AR6 SSP rates
Andhra Pradesh,East Godavari,Coastal AP,17.3253,81.7786,2040,SSP5-8.5,0.2699,1040.4,29.6,0.18,good,NASA POWER baseline + IPCC AR6 SSP rates
Andhra Pradesh,West Godavari,Coastal AP,16.9174,81.334,2026,SSP2-4.5,0.2524,983.1,27.59,0.22,good,NASA POWER baseline + IPCC AR6 SSP rates
Andhra Pradesh,West Godavari,Coastal AP,16.9174,81.334,2027,SSP2-4.5,0.1984,979.1,27.69,0.22,good,NASA POWER baseline + IPCC AR6 SSP rates
Andhra Pradesh,West Godavari,Coastal AP,16.9174,81.334,2028,SSP2-4.5,0.2539,975.2,27.78,0.22,good,NASA POWER baseline + IPCC AR6 SSP rates
Andhra Pradesh,West Godavari,Coastal AP,16.9174,81.334,2029,SSP2-4.5,0.2345,971.2,27.87,0.22,good,NASA POWER baseline + IPCC AR6 SSP rates
Andhra Pradesh,West Godavari,Coastal AP,16.9174,81.334,2030,SSP2-4.5,0.2182,967.3,27.97,0.22,good,NASA POWER baseline + IPCC AR6 SSP rates
Andhra Pradesh,West Godavari,Coastal AP,16.9174,81.334,2031,SSP2-4.5,0.2507,963.3,28.06,0.22,good,NASA POWER baseline + IPCC AR6 SSP rates
Andhra Pradesh,West Godavari,Coastal AP,16.9174,81.334,2032,SSP2-4.5,0.2491,959.4,28.15,0.22,good,NASA POWER baseline + IPCC AR6 SSP rates
Andhra Pradesh,West Godavari,Coastal AP,16.9174,81.334,2033,SSP2-4.5,0.2368,955.4,28.25,0.22,good,NASA POWER baseline + IPCC AR6 SSP rates
Andhra Pradesh,West Godavari,Coastal AP,16.9174,81.334,2034,SSP2-4.5,0.2539,951.5,28.34,0.22,good,NASA POWER baseline + IPCC AR6 SSP rates
Andhra Pradesh,West Godavari,Coastal AP,16.9174,81.334,2035,SSP2-4.5,0.2485,947.5,28.43,0.22,good,NASA POWER baseline + IPCC AR6 SSP rates
Andhra Pradesh,West Godavari,Coastal AP,16.9174,81.334,2036,SSP2-4.5,0.2623,943.6,28.53,0.22,good,NASA POWER baseline + IPCC AR6 SSP rates
Andhra Pradesh,West Godavari,Coastal AP,16.9174,81.334,2037,SSP2-4.5,0.277,939.6,28.62,0.22,good,NASA POWER baseline + IPCC AR6 SSP rates
Andhra Pradesh,West Godavari,Coastal AP,16.9174,81.334,2038,SSP2-4.5,0.2993,935.7,28.71,0.22,good,NASA POWER baseline + IPCC AR6 SSP rates
Andhra Pradesh,West Godavari,Coastal AP,16.9174,81.334,2039,SSP2-4.5,0.2466,931.7,28.81,0.22,good,NASA POWER baseline + IPCC AR6 SSP rates
Andhra Pradesh,West Godavari,Coastal AP,16.9174,81.334,2040,SSP2-4.5,0.3178,927.8,28.9,0.22,good,NASA POWER baseline + IPCC AR6 SSP rates
Andhra Pradesh,West Godavari,Coastal AP,16.9174,81.334,2026,SSP5-8.5,0.1876,980.4,27.64,0.22,good,NASA POWER baseline + IPCC AR6 SSP rates
Andhra Pradesh,West Godavari,Coastal AP,16.9174,81.334,2027,SSP5-8.5,0.2303,973.8,27.78,0.22,good,NASA POWER baseline + IPCC AR6 SSP rates
Andhra Pradesh,West Godavari,Coastal AP,16.9174,81.334,2028,SSP5-8.5,0.2519,967.3,27.92,0.22,good,NASA POWER baseline + IPCC AR6 SSP rates
Andhra Pradesh,West Godavari,Coastal AP,16.9174,81.334,2029,SSP5-8.5,0.2526,960.7,28.06,0.22,good,NASA POWER baseline + IPCC AR6 SSP rates
Andhra Pradesh,West Godavari,Coastal AP,16.9174,81.334,2030,SSP5-8.5,0.2414,954.1,28.2,0.22,good,NASA POWER baseline + IPCC AR6 SSP rates
Andhra Pradesh,West Godavari,Coastal AP,16.9174,81.334,2031,SSP5-8.5,0.2567,947.5,28.34,0.22,good,NASA POWER baseline + IPCC AR6 SSP rates
Andhra Pradesh,West Godavari,Coastal AP,16.9174,81.334,2032,SSP5-8.5,0.258,940.9,28.48,0.22,good,NASA POWER baseline + IPCC AR6 SSP rates
Andhra Pradesh,West Godavari,Coastal AP,16.9174,81.334,2033,SSP5-8.5,0.2632,934.4,28.62,0.22,good,NASA POWER baseline + IPCC AR6 SSP rates
Andhra Pradesh,West Godavari,Coastal AP,16.9174,81.334,2034,SSP5-8.5,0.2992,927.8,28.76,0.22,good,NASA POWER baseline + IPCC AR6 SSP rates
Andhra Pradesh,West Godavari,Coastal AP,16.9174,81.334,2035,SSP5-8.5,0.2966,921.2,28.9,0.22,good,NASA POWER baseline + IPCC AR6 SSP rates
Andhra Pradesh,West Godavari,Coastal AP,16.9174,81.334,2036,SSP5-8.5,0.2829,914.6,29.04,0.22,good,NASA POWER baseline + IPCC AR6 SSP rates
Andhra Pradesh,West Godavari,Coastal AP,16.9174,81.334,2037,SSP5-8.5,0.3221,908.0,29.18,0.22,good,NASA POWER baseline + IPCC AR6 SSP rates
Andhra Pradesh,West Godavari,Coastal AP,16.9174,81.334,2038,SSP5-8.5,0.3177,901.5,29.32,0.22,good,NASA POWER baseline + IPCC AR6 SSP rates
Andhra Pradesh,West Godavari,Coastal AP,16.9174,81.334,2039,SSP5-8.5,0.3354,894.9,29.46,0.22,good,NASA POWER baseline + IPCC AR6 SSP rates
Andhra Pradesh,West Godavari,Coastal AP,16.9174,81.334,2040,SSP5-8.5,0.3393,888.3,29.6,0.22,good,NASA POWER baseline + IPCC AR6 SSP rates
Andhra Pradesh,Visakhapatnam,North Coastal,17.6868,83.2185,2026,SSP2-4.5,0.2273,998.0,27.59,0.24,moderate,NASA POWER baseline + IPCC AR6 SSP rates
Andhra Pradesh,Visakhapatnam,North Coastal,17.6868,83.2185,2027,SSP2-4.5,0.2365,994.0,27.69,0.24,moderate,NASA POWER baseline + IPCC AR6 SSP rates
Andhra Pradesh,Visakhapatnam,North Coastal,17.6868,83.2185,2028,SSP2-4.5,0.2666,990.0,27.78,0.24,moderate,NASA POWER baseline + IPCC AR6 SSP rates
Andhra Pradesh,Visakhapatnam,North Coastal,17.6868,83.2185,2029,SSP2-4.5,0.2678,986.0,27.87,0.24,moderate,NASA POWER baseline + IPCC AR6 SSP rates
Andhra Pradesh,Visakhapatnam,North Coastal,17.6868,83.2185,2030,SSP2-4.5,0.2591,982.0,27.97,0.24,moderate,NASA POWER baseline + IPCC AR6 SSP rates
Andhra Pradesh,Visakhapatnam,North Coastal,17.6868,83.2185,2031,SSP2-4.5,0.2658,978.0,28.06,0.24,moderate,NASA POWER baseline + IPCC AR6 SSP rates
Andhra Pradesh,Visakhapatnam,North Coastal,17.6868,83.2185,2032,SSP2-4.5,0.293,973.9,28.15,0.24,moderate,NASA POWER baseline + IPCC AR6 SSP rates
Andhra Pradesh,Visakhapatnam,North Coastal,17.6868,83.2185,2033,SSP2-4.5,0.2596,969.9,28.25,0.24,moderate,NASA POWER baseline + IPCC AR6 SSP rates
Andhra Pradesh,Visakhapatnam,North Coastal,17.6868,83.2185,2034,SSP2-4.5,0.2864,965.9,28.34,0.24,moderate,NASA POWER baseline + IPCC AR6 SSP rates
Andhra Pradesh,Visakhapatnam,North Coastal,17.6868,83.2185,2035,SSP2-4.5,0.2755,961.9,28.43,0.24,moderate,NASA POWER baseline + IPCC AR6 SSP rates
